Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20230119:0000,149,1.6,157,7.7,199,0.0,16.5,14.2,76.8,23.6,11.1,-,-,-,-,-,-,1007.9,961.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230120:0000,296,1.2,106,10.8,237,0.0,17.1,13.5,64.3,25.5,11.0,-,-,-,-,-,-,1001.0,955.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230121:0000,174,1.6,108,11.3,240,1.8,11.0,10.1,88.0,16.0,10.7,-,-,-,-,-,-,1012.5,965.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230122:0000,322,2.5,123,9.8,225,14.2,13.2,10.4,68.8,19.7,9.4,-,-,-,-,-,-,1013.8,967.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230123:0000,165,1.9,113,7.7,202,0.8,9.8,9.0,89.9,12.8,9.4,-,-,-,-,-,-,1021.0,973.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230124:0000,110,0.4,110,6.7,204,1.6,10.6,9.5,85.8,14.3,9.0,-,-,-,-,-,-,1022.3,974.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230125:0000,129,1.9,120,4.6,154,0.0,11.3,10.4,88.6,18.8,10.2,-,-,-,-,-,-,1023.1,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230126:0000,172,0.7,170,5.7,174,0.0,16.4,13.2,68.0,23.2,9.5,-,-,-,-,-,-,1019.1,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230127:0000,120,1.7,124,13.4,233,5.2,19.1,15.1,63.1,24.8,13.2,-,-,-,-,-,-,1011.4,965.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230128:0000,147,2.1,111,8.8,210,0.4,10.6,9.9,90.4,14.2,10.1,-,-,-,-,-,-,1022.6,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230129:0000,27,1.5,114,4.6,133,0.2,13.8,11.7,76.3,23.5,9.4,-,-,-,-,-,-,1019.7,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230130:0000,355,1.2,57,5.1,145,0.6,17.6,14.4,68.9,20.5,13.8,-,-,-,-,-,-,1017.7,971.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230131:0000,339,0.9,106,6.2,130,1.2,18.1,14.3,63.7,23.4,12.5,-,-,-,-,-,-,1020.2,973.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230201:0000,282,0.9,117,6.7,163,11.8,17.6,16.8,91.5,21.5,17.1,-,-,-,-,-,-,1013.1,967.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230202:0000,341,1.3,311,7.2,218,1.2,17.8,16.0,82.5,24.1,14.5,-,-,-,-,-,-,1002.5,957.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230203:0000,280,1.4,286,6.2,131,0.0,19.0,16.0,71.4,29.9,16.4,-,-,-,-,-,-,1007.8,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230204:0000,290,1.0,122,7.2,151,0.0,21.0,16.9,64.3,29.5,14.8,-,-,-,-,-,-,1015.5,969.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230205:0000,186,1.4,313,17.0,297,1.4,19.6,16.7,73.3,28.5,17.7,-,-,-,-,-,-,1002.9,957.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230206:0000,49,4.2,314,16.0,156,0.0,20.3,13.7,43.6,25.7,12.8,-,-,-,-,-,-,996.9,952.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230207:0000,333,1.3,121,11.8,152,0.0,13.6,12.5,87.8,25.7,9.4,-,-,-,-,-,-,1002.7,956.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230208:0000,119,0.8,130,10.3,128,0.0,12.2,10.4,78.8,20.4,9.7,-,-,-,-,-,-,1003.3,956.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230209:0000,126,1.4,129,11.8,217,0.4,10.4,8.2,72.6,18.5,5.3,-,-,-,-,-,-,1010.2,963.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230210:0000,203,0.3,119,7.2,146,1.8,10.5,8.9,79.5,17.5,8.8,-,-,-,-,-,-,1019.4,971.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230211:0000,87,1.1,120,5.7,158,0.0,11.4,10.3,86.4,16.0,10.5,-,-,-,-,-,-,1021.8,974.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230212:0000,40,0.6,140,8.8,230,0.0,13.9,12.5,84.2,21.0,11.2,-,-,-,-,-,-,1015.5,968.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230213:0000,182,1.2,124,10.3,241,0.0,11.6,9.8,77.5,20.7,7.1,-,-,-,-,-,-,1010.5,963.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230214:0000,159,1.3,114,9.8,234,0.0,11.6,10.3,83.5,17.6,8.9,-,-,-,-,-,-,1006.2,959.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230215:0000,164,1.9,88,8.8,202,0.0,10.8,9.5,84.1,18.9,9.1,-,-,-,-,-,-,1006.0,959.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230216:0000,284,2.1,131,9.8,226,0.0,12.2,9.8,71.9,18.6,8.7,-,-,-,-,-,-,1012.5,965.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230217:0000,128,1.0,121,7.7,169,0.0,10.2,9.0,85.0,17.2,6.9,-,-,-,-,-,-,1014.9,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230218:0000,303,1.8,124,7.7,183,0.0,11.7,10.3,83.4,22.2,8.9,-,-,-,-,-,-,1018.2,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230219:0000,307,1.9,295,11.3,187,0.0,18.6,14.2,58.8,25.5,11.7,-,-,-,-,-,-,1014.9,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230220:0000,293,2.2,105,6.7,204,0.0,13.9,11.7,75.3,25.2,11.6,-,-,-,-,-,-,1022.8,975.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230221:0000,341,1.8,123,11.3,268,15.2,20.9,15.5,53.8,29.8,14.0,-,-,-,-,-,-,1017.7,971.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230222:0000,107,4.2,123,9.8,155,19.4,9.4,8.7,89.9,9.6,9.4,-,-,-,-,-,-,1018.8,971.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230223:0000,276,1.8,104,8.8,161,9.8,7.9,6.7,82.6,10.9,7.2,-,-,-,-,-,-,1022.7,974.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230224:0000,80,1.1,118,7.7,200,0.0,8.3,7.1,83.5,12.5,6.8,-,-,-,-,-,-,1029.7,981.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230225:0000,18,1.4,115,7.7,190,0.0,8.6,6.9,76.9,17.5,4.7,-,-,-,-,-,-,1025.8,977.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230226:0000,239,2.8,128,6.7,161,0.0,10.8,8.7,73.2,19.2,6.7,-,-,-,-,-,-,1019.8,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230227:0000,74,1.1,133,7.7,173,0.0,13.3,12.2,87.7,20.2,10.9,-,-,-,-,-,-,1019.3,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230228:0000,192,1.9,129,7.2,173,0.0,13.5,11.9,81.4,20.2,11.3,-,-,-,-,-,-,1016.5,969.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230301:0000,299,1.3,127,6.2,171,0.0,13.4,12.0,84.2,23.0,12.8,-,-,-,-,-,-,1010.7,964.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230302:0000,275,1.9,142,9.3,208,0.0,16.3,13.3,69.4,26.3,13.4,-,-,-,-,-,-,1007.0,961.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230303:0000,319,1.8,144,10.8,224,5.8,16.1,12.8,66.6,25.4,11.0,-,-,-,-,-,-,1009.0,962.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230304:0000,186,2.6,124,8.8,222,21.2,10.3,9.5,89.9,11.2,10.3,-,-,-,-,-,-,1012.5,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230305:0000,267,2.1,136,6.7,162,7.6,7.3,6.5,88.5,10.9,7.3,-,-,-,-,-,-,1017.9,969.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230306:0000,295,2.6,83,6.2,150,0.0,8.1,6.7,80.3,16.4,5.1,-,-,-,-,-,-,1019.7,971.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230307:0000,124,1.2,281,5.1,157,1.0,9.7,8.3,81.1,19.8,6.8,-,-,-,-,-,-,1015.2,967.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230308:0000,294,2.9,262,6.7,227,0.2,16.0,13.6,74.8,26.5,9.7,-,-,-,-,-,-,1005.6,959.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230309:0000,317,1.9,248,10.8,188,3.8,15.2,13.0,76.0,18.7,13.7,-,-,-,-,-,-,999.0,953.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230310:0000,16,2.5,135,10.3,199,0.0,13.5,11.6,77.9,19.2,11.0,-,-,-,-,-,-,1003.5,957.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230311:0000,292,2.7,269,6.7,194,0.0,12.5,9.7,67.3,23.9,8.2,-,-,-,-,-,-,1010.1,963.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230312:0000,5,2.8,108,6.2,213,2.0,12.9,9.6,62.9,24.4,9.3,-,-,-,-,-,-,1009.0,962.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230313:0000,46,4.2,103,11.8,261,5.2,8.7,7.3,80.4,15.9,8.5,-,-,-,-,-,-,1004.0,956.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230314:0000,272,1.8,214,9.8,237,0.0,9.1,6.8,69.0,20.2,4.3,-,-,-,-,-,-,1019.9,972.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230315:0000,274,2.1,36,4.6,133,0.0,9.9,8.6,82.9,15.7,6.5,-,-,-,-,-,-,1024.5,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230316:0000,255,1.9,265,4.6,133,0.6,10.9,9.3,80.5,15.2,9.7,-,-,-,-,-,-,1015.8,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230317:0000,79,1.3,110,11.8,222,8.4,13.8,11.9,78.9,20.1,10.1,-,-,-,-,-,-,994.8,949.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230318:0000,291,2.5,95,5.1,174,0.0,7.9,6.9,85.5,17.8,6.0,-,-,-,-,-,-,1018.5,970.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230319:0000,290,4.3,290,6.2,198,0.0,13.2,8.7,50.3,22.1,7.3,-,-,-,-,-,-,1021.9,974.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230320:0000,329,2.6,274,14.4,378,21.4,17.4,12.6,53.6,21.2,12.3,-,-,-,-,-,-,1009.8,963.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230321:0000,256,8.6,309,18.0,462,0.0,9.0,6.1,62.3,10.6,9.0,-,-,-,-,-,-,1005.1,958.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230322:0000,224,5.8,242,13.9,307,0.0,8.4,4.9,53.4,14.5,6.4,-,-,-,-,-,-,1019.5,971.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230323:0000,343,2.8,131,8.2,214,0.0,8.9,6.7,70.5,16.1,3.6,-,-,-,-,-,-,1023.4,975.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230324:0000,278,2.9,277,4.6,131,0.0,7.1,5.9,82.5,17.5,5.7,-,-,-,-,-,-,1021.4,973.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230325:0000,332,2.2,115,9.8,162,0.6,11.0,9.0,75.3,21.5,7.1,-,-,-,-,-,-,1009.1,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230326:0000,248,1.2,105,5.7,200,0.0,10.0,9.2,89.2,15.7,10.0,-,-,-,-,-,-,1011.8,964.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230327:0000,271,4.6,288,9.3,282,4.4,13.5,9.7,57.6,22.6,8.2,-,-,-,-,-,-,1009.8,963.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230328:0000,71,5.9,86,10.8,261,11.6,4.0,3.2,86.7,8.5,4.0,-,-,-,-,-,-,1010.3,962.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230329:0000,277,3.1,265,7.2,205,2.2,4.6,2.2,61.4,8.1,0.6,-,-,-,-,-,-,1024.9,976.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230330:0000,282,3.2,272,5.1,168,0.2,1.8,0.7,79.3,13.8,0.1,-,-,-,-,-,-,1024.4,975.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230331:0000,306,3.3,282,6.7,149,0.2,4.9,4.1,87.3,16.4,1.8,-,-,-,-,-,-,1015.6,967.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230401:0000,151,1.0,270,5.1,176,0.2,7.9,7.2,89.7,21.6,5.2,-,-,-,-,-,-,1001.7,954.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230402:0000,292,1.3,197,9.8,234,6.8,17.2,12.0,50.4,20.1,7.9,-,-,-,-,-,-,1002.2,956.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230403:0000,245,1.7,63,5.1,109,0.0,9.5,7.5,74.0,15.4,7.6,-,-,-,-,-,-,1019.3,971.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230404:0000,267,0.8,125,6.2,168,0.0,12.8,10.1,68.4,17.3,6.5,-,-,-,-,-,-,1020.7,973.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230405:0000,277,1.7,267,19.0,316,0.2,10.6,8.4,71.8,21.9,7.0,-,-,-,-,-,-,1010.6,963.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230406:0000,136,2.7,269,14.9,193,1.4,9.3,8.3,86.8,13.1,8.8,-,-,-,-,-,-,1002.5,955.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230407:0000,15,1.6,118,4.6,184,0.2,7.2,6.0,81.8,10.7,6.4,-,-,-,-,-,-,1014.0,966.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230408:0000,269,2.4,104,6.2,127,0.0,6.8,5.4,79.9,12.1,2.0,-,-,-,-,-,-,1014.2,966.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230409:0000,230,0.5,139,5.7,106,0.0,7.4,6.1,80.7,12.4,6.4,-,-,-,-,-,-,1005.6,958.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230410:0000,302,1.9,98,5.1,125,1.8,10.0,8.7,82.8,15.6,7.5,-,-,-,-,-,-,996.1,949.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230411:0000,156,2.4,250,5.1,153,33.8,11.4,9.5,77.0,19.2,7.7,-,-,-,-,-,-,995.7,949.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230412:0000,249,2.0,87,6.7,170,26.6,10.0,9.1,88.0,12.1,9.8,-,-,-,-,-,-,1003.1,956.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230413:0000,122,2.6,95,8.8,328,13.8,10.7,10.0,90.4,11.6,10.0,-,-,-,-,-,-,1015.6,968.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230414:0000,130,2.8,109,7.7,214,0.0,10.5,9.5,86.8,12.4,9.9,-,-,-,-,-,-,1030.4,982.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230415:0000,283,1.0,99,4.6,161,0.0,8.9,7.9,86.7,13.6,8.3,-,-,-,-,-,-,1034.6,986.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230416:0000,288,2.1,129,5.1,215,0.0,8.9,7.3,78.8,16.9,4.5,-,-,-,-,-,-,1028.9,980.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230417:0000,247,3.7,263,8.2,164,0.0,13.2,8.9,52.9,20.4,7.7,-,-,-,-,-,-,1024.0,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230418:0000,285,1.9,134,7.2,124,0.0,12.9,9.8,65.0,17.6,10.5,-,-,-,-,-,-,1015.7,968.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230419:0000,140,0.6,104,5.1,131,0.0,11.8,10.1,79.6,16.0,9.4,-,-,-,-,-,-,1020.7,973.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230420:0000,78,1.0,87,5.7,139,0.0,10.4,8.9,80.6,16.2,5.7,-,-,-,-,-,-,1020.4,972.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230421:0000,297,0.9,323,4.6,131,6.6,9.0,8.3,90.3,12.4,7.8,-,-,-,-,-,-,1022.2,974.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230422:0000,42,1.3,285,6.2,216,0.0,11.2,10.1,85.8,20.0,7.2,-,-,-,-,-,-,1019.1,971.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230423:0000,279,3.3,250,19.6,407,0.0,12.3,9.3,65.3,21.7,9.7,-,-,-,-,-,-,1015.5,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230424:0000,251,2.9,212,15.4,276,0.0,8.6,4.0,39.8,12.3,6.0,-,-,-,-,-,-,1018.8,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230425:0000,93,2.0,257,23.7,524,0.2,6.9,3.4,50.0,19.4,1.7,-,-,-,-,-,-,1013.5,965.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230426:0000,352,1.0,275,16.5,174,0.0,7.4,6.3,84.1,12.5,6.2,-,-,-,-,-,-,1016.8,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230427:0000,292,2.4,299,9.3,221,0.2,9.1,6.2,62.0,17.8,1.7,-,-,-,-,-,-,1027.3,979.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230428:0000,109,0.6,292,4.6,172,0.0,8.4,6.3,71.3,17.5,4.4,-,-,-,-,-,-,1027.2,979.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230429:0000,323,1.2,285,5.1,195,0.0,8.6,6.2,67.0,18.0,4.0,-,-,-,-,-,-,1022.1,974.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230430:0000,292,2.9,277,5.1,205,0.0,11.3,8.3,63.4,19.0,7.0,-,-,-,-,-,-,1025.2,977.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230501:0000,308,2.5,287,4.6,131,0.0,10.4,8.0,69.2,18.6,6.7,-,-,-,-,-,-,1026.7,978.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230502:0000,280,1.3,319,14.4,178,0.0,9.1,7.8,82.0,21.1,5.6,-,-,-,-,-,-,1016.4,968.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230503:0000,261,2.1,41,8.8,227,4.8,16.1,12.9,67.2,20.3,9.1,-,-,-,-,-,-,1011.5,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230504:0000,151,1.4,146,7.2,109,0.2,12.3,10.6,79.7,17.6,12.0,-,-,-,-,-,-,1018.6,971.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230505:0000,276,0.7,301,3.1,121,0.0,8.5,7.7,89.1,11.6,7.4,-,-,-,-,-,-,1022.7,974.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230506:0000,360,3.1,355,7.2,229,0.0,10.8,7.7,62.0,17.8,7.5,-,-,-,-,-,-,1018.0,970.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230507:0000,123,2.2,311,5.1,123,6.4,10.0,7.4,67.2,14.0,8.1,-,-,-,-,-,-,1025.3,977.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230508:0000,286,3.1,271,6.7,209,9.2,11.3,9.4,76.4,18.2,8.9,-,-,-,-,-,-,1018.4,971.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230509:0000,345,4.6,348,11.8,202,8.2,17.8,12.7,52.0,19.2,11.1,-,-,-,-,-,-,996.7,951.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230510:0000,19,0.6,245,15.4,411,0.0,8.3,7.6,90.4,12.4,8.2,-,-,-,-,-,-,985.4,939.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230511:0000,239,5.9,258,14.4,328,0.0,4.7,2.1,58.8,11.2,4.7,-,-,-,-,-,-,1004.6,956.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230512:0000,315,2.4,241,11.8,253,0.0,10.4,6.6,53.3,14.5,4.5,-,-,-,-,-,-,1021.7,974.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230513:0000,346,1.6,272,5.1,147,0.0,4.0,3.3,88.7,9.6,3.1,-,-,-,-,-,-,1028.5,979.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230514:0000,329,2.1,248,13.9,209,1.0,6.7,4.2,63.7,15.2,3.0,-,-,-,-,-,-,1021.6,973.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
